Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Currency,2017-11-26T00:00:00,1.1927,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-27T00:00:00,1.1896,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-28T00:00:00,1.1839,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-29T00:00:00,1.1847,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-11-30T00:00:00,1.1902,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-01T00:00:00,1.1889,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-03T00:00:00,1.1865,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-04T00:00:00,1.1864,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-05T00:00:00,1.1824,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-06T00:00:00,1.1795,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-07T00:00:00,1.1771,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-08T00:00:00,1.1764,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-10T00:00:00,1.1767,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-11T00:00:00,1.1768,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-12T00:00:00,1.174,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-13T00:00:00,1.1825,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-14T00:00:00,1.1777,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-15T00:00:00,1.1752,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-17T00:00:00,1.1741,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-18T00:00:00,1.1781,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-12-19T00:00:00,1.1838,Daily,EURUSD,2020-05-16T16:21:33.813
